date,round,home_team,home_score,away_team,away_score,home_result
2/9/19,Round ,Washington Wizards,119,Cleveland Cavaliers,106,13
2/9/19,Round ,Brooklyn Nets,106,Chicago Bulls,125,-19
2/9/19,Round ,Dallas Mavericks,107,Milwaukee Bucks,122,-15
2/9/19,Round ,Phoenix Suns,107,Golden State Warriors,117,-10
2/9/19,Round ,New Orleans Pelicans,122,Minnesota Timberwolves,117,5
2/9/19,Round ,Sacramento Kings,102,Miami Heat,96,6
2/9/19,Round 0,Utah Jazz,125,San Antonio Spurs,105,20
2/10/19,Round ,Atlanta Hawks,120,Charlotte Hornets,129,-9
2/10/19,Round 0,Indiana Pacers,105,Cleveland Cavaliers,90,15
2/10/19,Round 0,New York Knicks,99,Toronto Raptors,104,-5
2/10/19,Round 0,Boston Celtics,112,Los Angeles Clippers,123,-11
2/10/19,Round 0,Chicago Bulls,125,Washington Wizards,134,-9
2/10/19,Round 0,Memphis Grizzlies,99,New Orleans Pelicans,90,9
2/10/19,Round 0,Houston Rockets,112,Oklahoma City Thunder,117,-5
2/10/19,Round 0,Milwaukee Bucks,83,Orlando Magic,103,-20
2/10/19,Round 0,Dallas Mavericks,102,Portland Trail Blazers,101,1
2/10/19,Round 0,Philadelphia 76ers,143,Los Angeles Lakers,120,23
2/10/19,Round 0,Sacramento Kings,117,Phoenix Suns,104,13
2/10/19,Round 0,Golden State Warriors,120,Miami Heat,118,2
2/11/19,Round 0,Atlanta Hawks,108,Orlando Magic,124,-16
2/12/19,Round 0,Cleveland Cavaliers,107,New York Knicks,104,3
2/12/19,Round 0,Detroit Pistons,121,Washington Wizards,112,9
2/12/19,Round 0,Indiana Pacers,99,Charlotte Hornets,90,9
2/12/19,Round 0,Toronto Raptors,127,Brooklyn Nets,125,2
2/12/19,Round 0,Chicago Bulls,99,Milwaukee Bucks,112,-13
2/12/19,Round 0,Houston Rockets,120,Dallas Mavericks,104,16
2/12/19,Round 0,Minnesota Timberwolves,130,Los Angeles Clippers,120,10
2/12/19,Round 0,Oklahoma City Thunder,120,Portland Trail Blazers,111,9
2/12/19,Round 0,Denver Nuggets,103,Miami Heat,87,16
2/13/19,Round 0,Atlanta Hawks,117,Los Angeles Lakers,113,4
2/13/19,Round 0,Memphis Grizzlies,107,San Antonio Spurs,108,-1
2/13/19,Round 0,New Orleans Pelicans,88,Orlando Magic,118,-30
2/13/19,Round 0,Philadelphia 76ers,109,Boston Celtics,112,-3
2/13/19,Round 0,Golden State Warriors,115,Utah Jazz,108,7
2/14/19,Round ,Boston Celtics,118,Detroit Pistons,110,8
2/14/19,Round ,Chicago Bulls,122,Memphis Grizzlies,110,12
2/14/19,Round ,Dallas Mavericks,101,Miami Heat,112,-11
2/14/19,Round ,Denver Nuggets,120,Sacramento Kings,118,2
2/14/19,Round ,Minnesota Timberwolves,121,Houston Rockets,111,10
2/14/19,Round ,Portland Trail Blazers,129,Golden State Warriors,107,22
2/14/19,Round ,Los Angeles Clippers,134,Phoenix Suns,107,27
2/14/19,Round 0,Cleveland Cavaliers,139,Brooklyn Nets,148,-9
2/14/19,Round 0,Indiana Pacers,97,Milwaukee Bucks,106,-9
2/14/19,Round 0,New York Knicks,111,Philadelphia 76ers,126,-15
2/14/19,Round 0,Toronto Raptors,129,Washington Wizards,120,9
2/15/19,Round ,New Orleans Pelicans,131,Oklahoma City Thunder,122,9
2/15/19,Round 0,Orlando Magic,127,Charlotte Hornets,89,38
2/15/19,Round 0,Atlanta Hawks,91,New York Knicks,106,-15
2/21/19,Round 0,Milwaukee Bucks,98,Boston Celtics,97,1
2/22/19,Round 0,Cleveland Cavaliers,111,Phoenix Suns,98,13
2/22/19,Round 0,Philadelphia 76ers,106,Miami Heat,102,4
2/22/19,Round 0,Brooklyn Nets,99,Portland Trail Blazers,113,-14
2/22/19,Round 0,Golden State Warriors,125,Sacramento Kings,123,2
2/22/19,Round 0,Los Angeles Lakers,111,Houston Rockets,106,5
2/22/19,Round 0,Oklahoma City Thunder,148,Utah Jazz,147,1
2/23/19,Round ,Charlotte Hornets,123,Washington Wizards,110,13
2/23/19,Round ,Indiana Pacers,126,New Orleans Pelicans,111,15
2/23/19,Round ,Orlando Magic,109,Chicago Bulls,110,-1
2/23/19,Round ,Toronto Raptors,120,San Antonio Spurs,117,3
2/23/19,Round ,Atlanta Hawks,122,Detroit Pistons,125,-3
2/23/19,Round ,New York Knicks,104,Minnesota Timberwolves,115,-11
2/23/19,Round ,Memphis Grizzlies,106,Los Angeles Clippers,112,-6
2/23/19,Round ,Dallas Mavericks,104,Denver Nuggets,114,-10
2/23/19,Round 0,Philadelphia 76ers,115,Portland Trail Blazers,130,-15
2/24/19,Round ,Atlanta Hawks,120,Phoenix Suns,112,8
2/24/19,Round ,Miami Heat,96,Detroit Pistons,119,-23
2/24/19,Round ,Oklahoma City Thunder,116,Sacramento Kings,119,-3
2/24/19,Round 0,Charlotte Hornets,115,Brooklyn Nets,117,-2
2/24/19,Round 0,Cleveland Cavaliers,112,Memphis Grizzlies,107,5
2/24/19,Round 0,New Orleans Pelicans,128,Los Angeles Lakers,115,13
2/24/19,Round 0,Washington Wizards,112,Indiana Pacers,119,-7
2/24/19,Round 0,Chicago Bulls,126,Boston Celtics,116,10
2/24/19,Round 0,Golden State Warriors,112,Houston Rockets,118,-6
2/24/19,Round 0,Milwaukee Bucks,140,Minnesota Timberwolves,128,12
2/24/19,Round 0,Utah Jazz,125,Dallas Mavericks,109,16
2/24/19,Round 0,Toronto Raptors,98,Orlando Magic,113,-15
2/24/19,Round 0,Denver Nuggets,123,Los Angeles Clippers,96,27
2/25/19,Round ,New York Knicks,130,San Antonio Spurs,118,12
2/26/19,Round ,Charlotte Hornets,110,Golden State Warriors,121,-11
2/26/19,Round ,Cleveland Cavaliers,110,Portland Trail Blazers,123,-13
2/26/19,Round ,Detroit Pistons,113,Indiana Pacers,109,4
2/26/19,Round ,Brooklyn Nets,101,San Antonio Spurs,85,16
2/26/19,Round ,Miami Heat,121,Phoenix Suns,124,-3
2/26/19,Round ,Chicago Bulls,106,Milwaukee Bucks,117,-11
2/26/19,Round ,Houston Rockets,119,Atlanta Hawks,111,8
2/26/19,Round ,Memphis Grizzlies,110,Los Angeles Lakers,105,5
2/26/19,Round ,Minnesota Timberwolves,112,Sacramento Kings,105,7
2/26/19,Round ,New Orleans Pelicans,110,Philadelphia 76ers,111,-1
2/26/19,Round ,Los Angeles Clippers,121,Dallas Mavericks,112,9
2/27/19,Round 0,New York Knicks,108,Orlando Magic,103,5
2/27/19,Round 0,Toronto Raptors,118,Boston Celtics,95,23
2/27/19,Round 0,Denver Nuggets,121,Oklahoma City Thunder,112,9
2/28/19,Round ,Dallas Mavericks,110,Indiana Pacers,101,9
2/28/19,Round 0,Charlotte Hornets,113,Houston Rockets,118,-5
2/28/19,Round 0,Atlanta Hawks,131,Minnesota Timberwolves,123,8
2/28/19,Round 0,Boston Celtics,92,Portland Trail Blazers,97,-5
2/28/19,Round 0,Brooklyn Nets,116,Washington Wizards,125,-9
2/28/19,Round 0,Miami Heat,126,Golden State Warriors,125,1
2/28/19,Round 0,Memphis Grizzlies,107,Chicago Bulls,109,-2
2/28/19,Round 0,San Antonio Spurs,105,Detroit Pistons,93,12
2/28/19,Round 0,Utah Jazz,111,Los Angeles Clippers,105,6
2/28/19,Round 0,Sacramento Kings,140,Milwaukee Bucks,141,-1
2/28/19,Round 0,Los Angeles Lakers,125,New Orleans Pelicans,119,6
3/1/19,Round ,Indiana Pacers,122,Minnesota Timberwolves,115,7
3/1/19,Round ,Orlando Magic,103,Golden State Warriors,96,7
3/1/19,Round ,New York Knicks,118,Cleveland Cavaliers,125,-7
3/1/19,Round ,Houston Rockets,121,Miami Heat,118,3
3/1/19,Round ,Denver Nuggets,104,Utah Jazz,111,-7
3/1/19,Round ,Oklahoma City Thunder,104,Philadelphia 76ers,108,-4
3/2/19,Round ,Atlanta Hawks,161,Chicago Bulls,168,-7
3/2/19,Round ,Brooklyn Nets,112,Charlotte Hornets,123,-11
3/2/19,Round ,Toronto Raptors,119,Portland Trail Blazers,117,2
3/2/19,Round ,Boston Celtics,107,Washington Wizards,96,11
3/2/19,Round ,Phoenix Suns,116,New Orleans Pelicans,130,-14
3/2/19,Round ,Sacramento Kings,109,Los Angeles Clippers,116,-7
3/2/19,Round 0,Los Angeles Lakers,120,Milwaukee Bucks,131,-11
3/2/19,Round 0,Cleveland Cavaliers,93,Detroit Pistons,129,-36
3/3/19,Round ,Indiana Pacers,112,Orlando Magic,117,-5
3/3/19,Round ,Miami Heat,117,Brooklyn Nets,88,29
3/3/19,Round ,Dallas Mavericks,81,Memphis Grizzlies,111,-30
3/3/19,Round ,Philadelphia 76ers,117,Golden State Warriors,120,-3
3/3/19,Round ,San Antonio Spurs,116,Oklahoma City Thunder,102,14
3/3/19,Round ,Denver Nuggets,112,New Orleans Pelicans,120,-8
3/3/19,Round ,Phoenix Suns,118,Los Angeles Lakers,109,9
3/3/19,Round ,Utah Jazz,115,Milwaukee Bucks,111,4
3/3/19,Round ,Charlotte Hornets,108,Portland Trail Blazers,118,-10
3/3/19,Round ,Boston Celtics,104,Houston Rockets,115,-11
3/3/19,Round ,Chicago Bulls,118,Atlanta Hawks,123,-5
3/3/19,Round ,Los Angeles Clippers,128,New York Knicks,107,21
3/3/19,Round ,Cleveland Cavaliers,107,Orlando Magic,93,14
3/3/19,Round ,Detroit Pistons,112,Toronto Raptors,107,5
3/3/19,Round 0,Washington Wizards,135,Minnesota Timberwolves,121,14
3/4/19,Round 0,Oklahoma City Thunder,99,Memphis Grizzlies,95,4
3/5/19,Round 0,Brooklyn Nets,127,Dallas Mavericks,88,39
3/5/19,Round 0,Miami Heat,114,Atlanta Hawks,113,1
3/5/19,Round 0,San Antonio Spurs,104,Denver Nuggets,103,1
3/5/19,Round 0,Phoenix Suns,114,Milwaukee Bucks,105,9
3/5/19,Round 0,Utah Jazz,112,New Orleans Pelicans,115,-3
3/5/19,Round 0,Sacramento Kings,115,New York Knicks,108,7
3/5/19,Round 0,Los Angeles Lakers,105,Los Angeles Clippers,113,-8
3/6/19,Round 0,Indiana Pacers,105,Chicago Bulls,96,9
3/6/19,Round 0,Philadelphia 76ers,114,Orlando Magic,106,8
3/6/19,Round 0,Memphis Grizzlies,120,Portland Trail Blazers,111,9
3/6/19,Round 0,Minnesota Timberwolves,131,Oklahoma City Thunder,120,11
3/6/19,Round 0,Toronto Raptors,95,Houston Rockets,107,-12
3/6/19,Round 0,Golden State Warriors,95,Boston Celtics,128,-33
3/7/19,Round ,Washington Wizards,132,Dallas Mavericks,123,9
3/7/19,Round 0,Charlotte Hornets,84,Miami Heat,91,-7
3/7/19,Round 0,Detroit Pistons,131,Minnesota Timberwolves,114,17
3/7/19,Round 0,Atlanta Hawks,104,San Antonio Spurs,111,-7
3/7/19,Round 0,Brooklyn Nets,113,Cleveland Cavaliers,107,6
3/7/19,Round 0,Chicago Bulls,108,Philadelphia 76ers,107,1
3/7/19,Round 0,New Orleans Pelicans,104,Utah Jazz,114,-10
3/7/19,Round 0,Phoenix Suns,107,New York Knicks,96,11
3/7/19,Round 0,Sacramento Kings,109,Boston Celtics,111,-2
3/7/19,Round 0,Los Angeles Lakers,99,Denver Nuggets,115,-16
3/8/19,Round 0,Milwaukee Bucks,117,Indiana Pacers,98,19
3/8/19,Round 0,Portland Trail Blazers,121,Oklahoma City Thunder,129,-8
3/9/19,Round 0,Charlotte Hornets,112,Washington Wizards,111,1
3/9/19,Round 0,Orlando Magic,111,Dallas Mavericks,106,5
3/9/19,Round 0,Chicago Bulls,104,Detroit Pistons,112,-8
3/9/19,Round 0,Houston Rockets,107,Philadelphia 76ers,91,16
3/9/19,Round 0,Memphis Grizzlies,114,Utah Jazz,104,10
3/9/19,Round 0,Miami Heat,126,Cleveland Cavaliers,110,16
3/9/19,Round 0,New Orleans Pelicans,104,Toronto Raptors,127,-23
3/9/19,Round 0,Golden State Warriors,122,Denver Nuggets,105,17
3/9/19,Round 0,Los Angeles Clippers,118,Oklahoma City Thunder,110,8
3/9/19,Round 0,New York Knicks,94,Sacramento Kings,102,-8
3/10/19,Round 0,Atlanta Hawks,112,Brooklyn Nets,114,-2
3/10/19,Round 0,Minnesota Timberwolves,135,Washington Wizards,130,5
3/10/19,Round 0,Los Angeles Lakers,107,Boston Celtics,120,-13
3/10/19,Round 0,Milwaukee Bucks,131,Charlotte Hornets,114,17
3/10/19,Round 0,Portland Trail Blazers,127,Phoenix Suns,120,7
3/10/19,Round 0,Detroit Pistons,131,Chicago Bulls,108,23
3/10/19,Round 0,Miami Heat,104,Toronto Raptors,125,-21
3/10/19,Round 0,Philadelphia 76ers,106,Indiana Pacers,89,17
3/10/19,Round 0,Atlanta Hawks,128,New Orleans Pelicans,116,12
3/10/19,Round 0,Memphis Grizzlies,105,Orlando Magic,97,8
3/10/19,Round 0,Dallas Mavericks,93,Houston Rockets,94,-1
3/10/19,Round 0,San Antonio Spurs,121,Milwaukee Bucks,114,7
3/11/19,Round 0,Minnesota Timberwolves,103,New York Knicks,92,11
3/11/19,Round 0,Golden State Warriors,111,Phoenix Suns,115,-4
3/11/19,Round 0,Cleveland Cavaliers,126,Toronto Raptors,101,25
3/11/19,Round 0,Washington Wizards,121,Sacramento Kings,115,6
3/11/19,Round 0,Brooklyn Nets,103,Detroit Pistons,75,28
3/12/19,Round ,Philadelphia 76ers,106,Cleveland Cavaliers,99,7
3/12/19,Round 0,Houston Rockets,118,Charlotte Hornets,106,12
3/12/19,Round 0,Utah Jazz,89,Oklahoma City Thunder,98,-9
3/12/19,Round 0,Los Angeles Clippers,140,Boston Celtics,115,25
3/12/19,Round 0,Indiana Pacers,103,New York Knicks,98,5
3/13/19,Round ,Chicago Bulls,107,Los Angeles Lakers,123,-16
3/13/19,Round ,New Orleans Pelicans,113,Milwaukee Bucks,130,-17
3/13/19,Round ,Dallas Mavericks,105,San Antonio Spurs,112,-7
3/13/19,Round ,Denver Nuggets,133,Minnesota Timberwolves,107,26
3/13/19,Round ,Los Angeles Clippers,104,Portland Trail Blazers,125,-21
3/13/19,Round 0,Miami Heat,108,Detroit Pistons,74,34
3/13/19,Round 0,Washington Wizards,100,Orlando Magic,90,10
3/13/19,Round 0,Atlanta Hawks,132,Memphis Grizzlies,111,21
3/13/19,Round 0,Oklahoma City Thunder,108,Brooklyn Nets,96,12
3/13/19,Round 0,Houston Rockets,104,Golden State Warriors,106,-2
3/14/19,Round ,Phoenix Suns,97,Utah Jazz,114,-17
3/14/19,Round ,Indiana Pacers,108,Oklahoma City Thunder,106,2
3/14/19,Round ,Orlando Magic,120,Cleveland Cavaliers,91,29
3/14/19,Round ,Boston Celtics,126,Sacramento Kings,120,6
3/15/19,Round ,Toronto Raptors,111,Los Angeles Lakers,98,13
3/15/19,Round ,Utah Jazz,120,Minnesota Timberwolves,100,20
3/15/19,Round ,Denver Nuggets,100,Dallas Mavericks,99,1
3/15/19,Round ,Detroit Pistons,111,Los Angeles Lakers,97,14
3/15/19,Round ,Philadelphia 76ers,123,Sacramento Kings,114,9
3/15/19,Round ,Washington Wizards,110,Charlotte Hornets,116,-6
3/16/19,Round ,Houston Rockets,108,Phoenix Suns,102,6
3/16/19,Round ,Miami Heat,98,Milwaukee Bucks,113,-15
3/16/19,Round ,New Orleans Pelicans,110,Portland Trail Blazers,122,-12
3/16/19,Round ,San Antonio Spurs,109,New York Knicks,83,26
3/16/19,Round ,Los Angeles Clippers,128,Chicago Bulls,121,7
3/16/19,Round 0,Boston Celtics,129,Atlanta Hawks,120,9
3/16/19,Round 0,New Orleans Pelicans,136,Phoenix Suns,138,-2
3/16/19,Round 0,Washington Wizards,135,Memphis Grizzlies,128,7
3/17/19,Round ,Utah Jazz,114,Brooklyn Nets,98,16
3/17/19,Round ,Sacramento Kings,129,Chicago Bulls,102,27
3/17/19,Round 0,Dallas Mavericks,121,Cleveland Cavaliers,116,5
3/17/19,Round 0,Oklahoma City Thunder,88,Golden State Warriors,110,-22
3/17/19,Round 0,San Antonio Spurs,108,Portland Trail Blazers,103,5
3/17/19,Round 0,Denver Nuggets,102,Indiana Pacers,100,2
3/17/19,Round 0,New York Knicks,124,Los Angeles Lakers,123,1
3/17/19,Round 0,Miami Heat,93,Charlotte Hornets,75,18
3/17/19,Round 0,Milwaukee Bucks,125,Philadelphia 76ers,130,-5
3/17/19,Round 0,Detroit Pistons,110,Toronto Raptors,107,3
3/17/19,Round 0,Orlando Magic,101,Atlanta Hawks,91,10
3/18/19,Round ,Washington Wizards,95,Utah Jazz,116,-21
3/18/19,Round ,Boston Celtics,105,Denver Nuggets,114,-9
3/18/19,Round ,Toronto Raptors,128,New York Knicks,92,36
3/18/19,Round 0,Houston Rockets,117,Minnesota Timberwolves,102,15
3/18/19,Round 0,Los Angeles Clippers,119,Brooklyn Nets,116,3
3/18/19,Round 0,Cleveland Cavaliers,126,Detroit Pistons,119,7
3/19/19,Round 0,Oklahoma City Thunder,107,Miami Heat,116,-9
3/19/19,Round 0,San Antonio Spurs,111,Golden State Warriors,105,6
3/19/19,Round 0,Dallas Mavericks,125,New Orleans Pelicans,129,-4
3/19/19,Round 0,Phoenix Suns,101,Chicago Bulls,116,-15
3/19/19,Round 0,Portland Trail Blazers,106,Indiana Pacers,98,8
3/19/19,Round 0,Charlotte Hornets,114,Philadelphia 76ers,118,-4
3/19/19,Round 0,Atlanta Hawks,105,Houston Rockets,121,-16
3/20/19,Round 0,Milwaukee Bucks,115,Los Angeles Lakers,101,14
3/20/19,Round 0,Minnesota Timberwolves,107,Golden State Warriors,117,-10
3/20/19,Round 0,Sacramento Kings,121,Brooklyn Nets,123,-2
3/20/19,Round 0,Los Angeles Clippers,115,Indiana Pacers,109,6
3/20/19,Round 0,Cleveland Cavaliers,107,Milwaukee Bucks,102,5
3/20/19,Round 0,Orlando Magic,119,New Orleans Pelicans,96,23
3/20/19,Round 0,Philadelphia 76ers,118,Boston Celtics,115,3
3/20/19,Round 0,New York Knicks,116,Utah Jazz,137,-21
3/21/19,Round 0,Chicago Bulls,126,Washington Wizards,120,6
3/21/19,Round 0,Memphis Grizzlies,126,Houston Rockets,125,1
3/21/19,Round 0,San Antonio Spurs,105,Miami Heat,110,-5
3/21/19,Round 0,Oklahoma City Thunder,114,Toronto Raptors,123,-9
3/21/19,Round 0,Portland Trail Blazers,126,Dallas Mavericks,118,8
3/21/19,Round 0,Charlotte Hornets,113,Minnesota Timberwolves,106,7
3/21/19,Round 0,Washington Wizards,108,Denver Nuggets,113,-5
3/21/19,Round 0,Atlanta Hawks,117,Utah Jazz,114,3
3/22/19,Round ,Sacramento Kings,116,Dallas Mavericks,100,16
3/22/19,Round ,Toronto Raptors,109,Oklahoma City Thunder,116,-7
3/22/19,Round 0,Phoenix Suns,98,Detroit Pistons,118,-20
3/22/19,Round 0,Golden State Warriors,112,Indiana Pacers,89,23
3/22/19,Round 0,Orlando Magic,123,Memphis Grizzlies,119,4
3/22/19,Round 0,Cleveland Cavaliers,108,Los Angeles Clippers,110,-2
3/22/19,Round 0,New York Knicks,93,Denver Nuggets,111,-18
3/23/19,Round ,Houston Rockets,111,San Antonio Spurs,105,6
3/23/19,Round ,Milwaukee Bucks,116,Miami Heat,87,29
3/23/19,Round ,Los Angeles Lakers,106,Brooklyn Nets,111,-5
3/23/19,Round 0,Charlotte Hornets,124,Boston Celtics,117,7
3/23/19,Round 0,Washington Wizards,108,Miami Heat,113,-5
3/23/19,Round 0,Atlanta Hawks,129,Philadelphia 76ers,127,2
3/24/19,Round ,New Orleans Pelicans,90,Houston Rockets,113,-23
3/24/19,Round ,Boston Celtics,96,San Antonio Spurs,115,-19
3/24/19,Round 0,Chicago Bulls,83,Utah Jazz,114,-31
3/24/19,Round 0,Memphis Grizzlies,99,Minnesota Timberwolves,112,-13
3/24/19,Round 0,Golden State Warriors,91,Dallas Mavericks,126,-35
3/24/19,Round 0,Portland Trail Blazers,117,Detroit Pistons,112,5
3/24/19,Round 0,Sacramento Kings,112,Phoenix Suns,103,9
3/24/19,Round 0,New York Knicks,113,Los Angeles Clippers,124,-11
3/24/19,Round 0,Milwaukee Bucks,127,Cleveland Cavaliers,105,22
3/24/19,Round 0,Indiana Pacers,124,Denver Nuggets,88,36
3/24/19,Round 0,Toronto Raptors,114,Charlotte Hornets,115,-1
3/25/19,Round 0,Golden State Warriors,121,Detroit Pistons,114,7
3/25/19,Round 0,Los Angeles Lakers,111,Sacramento Kings,106,5
3/25/19,Round 0,Orlando Magic,119,Philadelphia 76ers,98,21
3/26/19,Round 0,Memphis Grizzlies,115,Oklahoma City Thunder,103,12
3/26/19,Round 0,Utah Jazz,125,Phoenix Suns,92,33
3/26/19,Round 0,Portland Trail Blazers,148,Brooklyn Nets,144,4
3/26/19,Round 0,Charlotte Hornets,125,San Antonio Spurs,116,9
3/26/19,Round 0,Cleveland Cavaliers,106,Boston Celtics,116,-10
3/26/19,Round 0,Miami Heat,99,Orlando Magic,104,-5
3/26/19,Round 0,Toronto Raptors,112,Chicago Bulls,103,9
3/27/19,Round ,Los Angeles Lakers,124,Washington Wizards,106,18
3/27/19,Round 0,Milwaukee Bucks,108,Houston Rockets,94,14
3/27/19,Round 0,Minnesota Timberwolves,111,Los Angeles Clippers,122,-11
3/27/19,Round 0,New Orleans Pelicans,120,Atlanta Hawks,130,-10
3/27/19,Round 0,Dallas Mavericks,121,Sacramento Kings,125,-4
3/27/19,Round 0,Denver Nuggets,95,Detroit Pistons,92,3
3/28/19,Round ,Memphis Grizzlies,103,Golden State Warriors,118,-15
3/28/19,Round ,Phoenix Suns,121,Washington Wizards,124,-3
3/28/19,Round ,Utah Jazz,115,Los Angeles Lakers,100,15
3/28/19,Round ,Detroit Pistons,115,Orlando Magic,98,17
3/28/19,Round ,Philadelphia 76ers,123,Brooklyn Nets,110,13
3/28/19,Round ,Miami Heat,105,Dallas Mavericks,99,6
3/28/19,Round ,New York Knicks,92,Toronto Raptors,117,-25
3/28/19,Round 0,Chicago Bulls,98,Portland Trail Blazers,118,-20
3/28/19,Round 0,Oklahoma City Thunder,107,Indiana Pacers,99,8
3/29/19,Round ,Houston Rockets,112,Denver Nuggets,85,27
3/29/19,Round ,Milwaukee Bucks,128,Los Angeles Clippers,118,10
3/29/19,Round ,New Orleans Pelicans,121,Sacramento Kings,118,3
3/29/19,Round ,San Antonio Spurs,116,Cleveland Cavaliers,110,6
3/29/19,Round ,Atlanta Hawks,98,Portland Trail Blazers,118,-20
3/29/19,Round 0,Boston Celtics,114,Indiana Pacers,112,2
3/30/19,Round ,Minnesota Timberwolves,131,Golden State Warriors,130,1
3/30/19,Round ,Oklahoma City Thunder,105,Denver Nuggets,115,-10
3/30/19,Round ,Utah Jazz,128,Washington Wizards,124,4
3/30/19,Round ,Los Angeles Lakers,129,Charlotte Hornets,115,14
3/30/19,Round 0,Los Angeles Clippers,132,Cleveland Cavaliers,108,24
3/30/19,Round 0,Brooklyn Nets,110,Boston Celtics,96,14
3/30/19,Round 0,Houston Rockets,119,Sacramento Kings,108,11
3/30/19,Round 0,Detroit Pistons,99,Portland Trail Blazers,90,9
3/30/19,Round 0,Indiana Pacers,116,Orlando Magic,121,-5
3/30/19,Round 0,New York Knicks,92,Miami Heat,100,-8
3/31/19,Round ,Phoenix Suns,115,Memphis Grizzlies,120,-5
3/31/19,Round 0,Chicago Bulls,101,Toronto Raptors,124,-23
3/31/19,Round 0,Minnesota Timberwolves,109,Philadelphia 76ers,118,-9
3/31/19,Round 0,Atlanta Hawks,136,Milwaukee Bucks,135,1
3/31/19,Round 0,Oklahoma City Thunder,103,Dallas Mavericks,106,-3
3/31/19,Round 0,New Orleans Pelicans,102,Los Angeles Lakers,130,-28
3/31/19,Round 0,San Antonio Spurs,106,Sacramento Kings,113,-7
4/1/19,Round 0,Denver Nuggets,90,Washington Wizards,95,-5
4/1/19,Round 0,Golden State Warriors,137,Charlotte Hornets,90,47
4/1/19,Round 0,Los Angeles Clippers,113,Memphis Grizzlies,96,17
4/1/19,Round 0,Indiana Pacers,111,Detroit Pistons,102,9
4/1/19,Round 0,Boston Celtics,110,Miami Heat,105,5
4/1/19,Round 0,Brooklyn Nets,121,Milwaukee Bucks,131,-10
4/1/19,Round 0,New York Knicks,113,Chicago Bulls,105,8
4/1/19,Round 0,Toronto Raptors,121,Orlando Magic,109,12
4/2/19,Round 0,Minnesota Timberwolves,122,Portland Trail Blazers,132,-10
4/2/19,Round 0,Dallas Mavericks,122,Philadelphia 76ers,102,20
4/2/19,Round 0,Utah Jazz,111,Charlotte Hornets,102,9
4/2/19,Round 0,Phoenix Suns,122,Cleveland Cavaliers,113,9
4/3/19,Round 0,Oklahoma City Thunder,119,Los Angeles Lakers,103,16
4/3/19,Round 0,San Antonio Spurs,117,Atlanta Hawks,111,6
4/3/19,Round 0,Sacramento Kings,105,Houston Rockets,130,-25
4/3/19,Round 0,Golden State Warriors,116,Denver Nuggets,102,14
4/4/19,Round ,Detroit Pistons,89,Indiana Pacers,108,-19
4/4/19,Round ,Orlando Magic,114,New York Knicks,100,14
4/4/19,Round ,Washington Wizards,114,Chicago Bulls,115,-1
4/4/19,Round ,Atlanta Hawks,130,Philadelphia 76ers,122,8
4/4/19,Round ,Brooklyn Nets,105,Toronto Raptors,115,-10
4/4/19,Round ,Miami Heat,102,Boston Celtics,112,-10
4/4/19,Round ,New Orleans Pelicans,109,Charlotte Hornets,115,-6
4/4/19,Round ,Dallas Mavericks,108,Minnesota Timberwolves,110,-2
4/4/19,Round ,Denver Nuggets,113,San Antonio Spurs,85,28
4/4/19,Round ,Phoenix Suns,97,Utah Jazz,118,-21
4/4/19,Round ,Portland Trail Blazers,116,Memphis Grizzlies,89,27
4/4/19,Round ,Los Angeles Clippers,103,Houston Rockets,135,-32
4/4/19,Round 0,Philadelphia 76ers,122,Milwaukee Bucks,128,-6
4/5/19,Round 0,Sacramento Kings,117,Cleveland Cavaliers,104,13
4/5/19,Round 0,Los Angeles Lakers,90,Golden State Warriors,108,-18
4/6/19,Round ,Oklahoma City Thunder,123,Detroit Pistons,110,13
4/6/19,Round ,Dallas Mavericks,112,Memphis Grizzlies,122,-10
4/6/19,Round ,Utah Jazz,119,Sacramento Kings,98,21
4/6/19,Round ,Phoenix Suns,133,New Orleans Pelicans,126,7
4/6/19,Round ,Denver Nuggets,119,Portland Trail Blazers,110,9
4/6/19,Round ,Golden State Warriors,120,Cleveland Cavaliers,114,6
4/6/19,Round ,Los Angeles Clippers,117,Los Angeles Lakers,122,-5
4/6/19,Round ,Milwaukee Bucks,128,Brooklyn Nets,133,-5
4/6/19,Round 0,Charlotte Hornets,113,Toronto Raptors,111,2
4/6/19,Round 0,Orlando Magic,149,Atlanta Hawks,113,36
4/6/19,Round 0,Washington Wizards,112,San Antonio Spurs,129,-17
4/6/19,Round 0,Houston Rockets,120,New York Knicks,96,24
4/6/19,Round 0,Indiana Pacers,97,Boston Celtics,117,-20
4/6/19,Round 0,Minnesota Timberwolves,111,Miami Heat,109,2
4/7/19,Round ,Chicago Bulls,96,Philadelphia 76ers,116,-20
4/7/19,Round ,Toronto Raptors,117,Miami Heat,109,8
4/7/19,Round ,Cleveland Cavaliers,90,San Antonio Spurs,112,-22
4/7/19,Round ,Detroit Pistons,91,Charlotte Hornets,104,-13
4/7/19,Round ,Indiana Pacers,96,Brooklyn Nets,108,-12
4/7/19,Round 0,Minnesota Timberwolves,126,Oklahoma City Thunder,132,-6
4/7/19,Round 0,Memphis Grizzlies,127,Dallas Mavericks,129,-2
4/8/19,Round 0,Milwaukee Bucks,115,Atlanta Hawks,107,8
4/8/19,Round 0,Boston Celtics,108,Orlando Magic,116,-8
4/8/19,Round 0,New York Knicks,113,Washington Wizards,110,3
